DateTime,Open,High,Low,Close,
9/22/2021 1:52:00 +01:00,0.067932,0.067969,0.067897,0.067931,
9/22/2021 1:53:00 +01:00,0.067939,0.067997,0.067882,0.067933,
9/22/2021 1:54:00 +01:00,0.067933,0.067933,0.067831,0.067839,
9/22/2021 1:55:00 +01:00,0.067838,0.067997,0.06783,0.067986,
9/22/2021 1:56:00 +01:00,0.067991,0.06802,0.06787,0.067883,
9/22/2021 1:57:00 +01:00,0.067889,0.067937,0.067838,0.067865,
9/22/2021 1:58:00 +01:00,0.067865,0.067912,0.067826,0.067912,
9/22/2021 1:59:00 +01:00,0.067896,0.06793,0.067846,0.06791,
9/22/2021 2:00:00 +01:00,0.067924,0.068019,0.06788,0.067906,
9/22/2021 2:01:00 +01:00,0.067924,0.068017,0.067882,0.067933,
9/22/2021 2:02:00 +01:00,0.067964,0.068037,0.067922,0.068037,
9/22/2021 2:03:00 +01:00,0.068036,0.06805,0.06794,0.067974,
9/22/2021 2:04:00 +01:00,0.067972,0.068008,0.067924,0.067992,
9/22/2021 2:05:00 +01:00,0.067999,0.068068,0.067954,0.067989,
9/22/2021 2:06:00 +01:00,0.067988,0.068058,0.067981,0.068008,
9/22/2021 2:07:00 +01:00,0.067998,0.068065,0.067993,0.068037,
9/22/2021 2:08:00 +01:00,0.068043,0.068106,0.068032,0.068079,
9/22/2021 2:09:00 +01:00,0.068077,0.068224,0.06807,0.068189,
9/22/2021 2:10:00 +01:00,0.068193,0.068321,0.068175,0.068296,
9/22/2021 2:11:00 +01:00,0.068275,0.068309,0.068235,0.068275,
9/22/2021 2:12:00 +01:00,0.068266,0.068319,0.068217,0.06823,
9/22/2021 2:13:00 +01:00,0.068229,0.068266,0.068135,0.06817,
9/22/2021 2:14:00 +01:00,0.068172,0.068247,0.068172,0.068206,
9/22/2021 2:15:00 +01:00,0.068204,0.068214,0.068134,0.068134,
9/22/2021 2:16:00 +01:00,0.068132,0.068154,0.067964,0.068024,
9/22/2021 2:17:00 +01:00,0.068019,0.068042,0.067928,0.067954,
9/22/2021 2:18:00 +01:00,0.067954,0.06799,0.06788,0.06791,
9/22/2021 2:19:00 +01:00,0.067925,0.067946,0.067867,0.067868,
9/22/2021 2:20:00 +01:00,0.067871,0.067883,0.067817,0.067871,
9/22/2021 2:21:00 +01:00,0.067879,0.067934,0.067847,0.067893,
9/22/2021 2:22:00 +01:00,0.067893,0.067927,0.067852,0.067877,
9/22/2021 2:23:00 +01:00,0.067891,0.067891,0.06775,0.067782,
9/22/2021 2:24:00 +01:00,0.067791,0.067856,0.067759,0.067847,
9/22/2021 2:25:00 +01:00,0.067834,0.067884,0.067821,0.067854,
9/22/2021 2:26:00 +01:00,0.067845,0.067848,0.0678,0.0678,
9/22/2021 2:27:00 +01:00,0.0678,0.067869,0.0678,0.067824,
9/22/2021 2:28:00 +01:00,0.067828,0.067865,0.067822,0.067849,
9/22/2021 2:29:00 +01:00,0.067847,0.067868,0.06782,0.067847,
9/22/2021 2:30:00 +01:00,0.067843,0.067854,0.067775,0.067788,
9/22/2021 2:31:00 +01:00,0.067781,0.067845,0.067778,0.067827,
9/22/2021 2:32:00 +01:00,0.067822,0.067823,0.067749,0.067761,
9/22/2021 2:33:00 +01:00,0.06777,0.067777,0.0677,0.06773,
9/22/2021 2:34:00 +01:00,0.067729,0.067774,0.067576,0.067591,
9/22/2021 2:35:00 +01:00,0.067598,0.067724,0.067591,0.067701,
9/22/2021 2:36:00 +01:00,0.067701,0.067734,0.067551,0.067608,
9/22/2021 2:37:00 +01:00,0.067608,0.06769,0.067553,0.067561,
9/22/2021 2:38:00 +01:00,0.067561,0.067595,0.067464,0.067464,
9/22/2021 2:39:00 +01:00,0.067466,0.067621,0.067438,0.067547,
9/22/2021 2:40:00 +01:00,0.067547,0.067583,0.067471,0.067526,
9/22/2021 2:41:00 +01:00,0.067511,0.067571,0.067486,0.067571,
9/22/2021 2:42:00 +01:00,0.067556,0.067588,0.067496,0.067516,
9/22/2021 2:43:00 +01:00,0.067526,0.067561,0.067499,0.067546,
9/22/2021 2:44:00 +01:00,0.067533,0.067571,0.067491,0.067525,
9/22/2021 2:45:00 +01:00,0.067522,0.067566,0.067455,0.067486,
9/22/2021 2:46:00 +01:00,0.067486,0.067524,0.067482,0.067497,
9/22/2021 2:47:00 +01:00,0.067509,0.067543,0.067455,0.06752,
9/22/2021 2:48:00 +01:00,0.067527,0.067547,0.067467,0.067509,
9/22/2021 2:49:00 +01:00,0.067506,0.067506,0.06741,0.067459,
9/22/2021 2:50:00 +01:00,0.06746,0.067497,0.067443,0.067445,
9/22/2021 2:51:00 +01:00,0.06745,0.067477,0.067431,0.06747,
9/22/2021 2:52:00 +01:00,0.067476,0.067524,0.067446,0.067508,
9/22/2021 2:53:00 +01:00,0.067527,0.067667,0.067497,0.067632,
9/22/2021 2:54:00 +01:00,0.067632,0.06765,0.067584,0.067605,
9/22/2021 2:55:00 +01:00,0.067592,0.067633,0.067561,0.067611,
9/22/2021 2:56:00 +01:00,0.067596,0.067658,0.067596,0.06763,
9/22/2021 2:57:00 +01:00,0.067629,0.067653,0.067547,0.067599,
9/22/2021 2:58:00 +01:00,0.067618,0.067636,0.067573,0.067573,
9/22/2021 2:59:00 +01:00,0.067573,0.067659,0.067573,0.067643,
9/22/2021 3:00:00 +01:00,0.067654,0.067673,0.067637,0.067654,
9/22/2021 3:01:00 +01:00,0.067663,0.067678,0.067546,0.067552,
9/22/2021 3:02:00 +01:00,0.067552,0.067756,0.067543,0.067736,
9/22/2021 3:03:00 +01:00,0.067728,0.067907,0.067716,0.06785,
9/22/2021 3:04:00 +01:00,0.067864,0.067942,0.067787,0.067937,
9/22/2021 3:05:00 +01:00,0.067934,0.067934,0.067779,0.067779,
9/22/2021 3:06:00 +01:00,0.06779,0.067895,0.067789,0.067895,
9/22/2021 3:07:00 +01:00,0.067894,0.068053,0.06788,0.068046,
9/22/2021 3:08:00 +01:00,0.068032,0.06811,0.067998,0.068057,
9/22/2021 3:09:00 +01:00,0.068062,0.068062,0.067831,0.067832,
9/22/2021 3:10:00 +01:00,0.067832,0.067868,0.067649,0.067649,
9/22/2021 3:11:00 +01:00,0.067649,0.06766,0.06759,0.067602,
9/22/2021 3:12:00 +01:00,0.067602,0.067852,0.067588,0.067811,
9/22/2021 3:13:00 +01:00,0.067813,0.067873,0.06776,0.06785,
9/22/2021 3:14:00 +01:00,0.067853,0.067957,0.06781,0.067924,
9/22/2021 3:15:00 +01:00,0.067919,0.067955,0.067824,0.067844,
9/22/2021 3:16:00 +01:00,0.06783,0.06784,0.067761,0.067761,
9/22/2021 3:17:00 +01:00,0.067753,0.067838,0.067665,0.067665,
9/22/2021 3:18:00 +01:00,0.067663,0.067869,0.067657,0.067695,
9/22/2021 3:19:00 +01:00,0.067706,0.067737,0.067557,0.067567,
9/22/2021 3:20:00 +01:00,0.067578,0.067616,0.067552,0.067609,
9/22/2021 3:21:00 +01:00,0.067604,0.067627,0.067515,0.067614,
9/22/2021 3:22:00 +01:00,0.067612,0.067628,0.067569,0.067582,
9/22/2021 3:23:00 +01:00,0.067592,0.067638,0.067567,0.067638,
9/22/2021 3:24:00 +01:00,0.067634,0.06769,0.06759,0.067679,
9/22/2021 3:25:00 +01:00,0.067663,0.067694,0.067623,0.067694,
9/22/2021 3:26:00 +01:00,0.067693,0.067741,0.067642,0.067723,
9/22/2021 3:27:00 +01:00,0.067714,0.067808,0.0677,0.067754,
9/22/2021 3:28:00 +01:00,0.067749,0.067767,0.067706,0.067738,
9/22/2021 3:29:00 +01:00,0.067744,0.067781,0.067719,0.067749,
9/22/2021 3:30:00 +01:00,0.067724,0.067837,0.067724,0.067786,
9/22/2021 3:31:00 +01:00,0.067781,0.067783,0.067706,0.067714,
9/22/2021 3:32:00 +01:00,0.067704,0.06778,0.067703,0.067777,
9/22/2021 3:33:00 +01:00,0.067781,0.067882,0.067755,0.067846,
9/22/2021 3:34:00 +01:00,0.067842,0.06788,0.067804,0.067863,
9/22/2021 3:35:00 +01:00,0.067866,0.067941,0.067824,0.06793,
9/22/2021 3:36:00 +01:00,0.06793,0.068001,0.067902,0.067947,
9/22/2021 3:37:00 +01:00,0.067951,0.067966,0.067894,0.067913,
9/22/2021 3:38:00 +01:00,0.06791,0.068044,0.067903,0.068044,
9/22/2021 3:39:00 +01:00,0.068044,0.068062,0.06802,0.068042,
9/22/2021 3:40:00 +01:00,0.06804,0.068042,0.067945,0.067945,
9/22/2021 3:41:00 +01:00,0.067943,0.068023,0.06793,0.068015,
9/22/2021 3:42:00 +01:00,0.068016,0.068016,0.067916,0.067916,
9/22/2021 3:43:00 +01:00,0.067918,0.067964,0.067914,0.067949,
9/22/2021 3:44:00 +01:00,0.067945,0.06798,0.067899,0.067905,
9/22/2021 3:45:00 +01:00,0.067899,0.068057,0.067892,0.06805,
9/22/2021 3:46:00 +01:00,0.068057,0.068297,0.068023,0.068241,
9/22/2021 3:47:00 +01:00,0.068239,0.068239,0.068103,0.068103,
9/22/2021 3:48:00 +01:00,0.068099,0.068122,0.068,0.068,
9/22/2021 3:49:00 +01:00,0.067999,0.067999,0.067895,0.067895,
9/22/2021 3:50:00 +01:00,0.067893,0.067893,0.067825,0.067842,
9/22/2021 3:51:00 +01:00,0.067842,0.067933,0.067837,0.067919,
9/22/2021 3:52:00 +01:00,0.067916,0.067939,0.067826,0.067836,
9/22/2021 3:53:00 +01:00,0.067836,0.067848,0.067813,0.067814,
9/22/2021 3:54:00 +01:00,0.06782,0.067903,0.06782,0.067903,
9/22/2021 3:55:00 +01:00,0.067903,0.067915,0.067871,0.067893,
9/22/2021 3:56:00 +01:00,0.067893,0.06793,0.06788,0.067885,
9/22/2021 3:57:00 +01:00,0.06789,0.067949,0.067877,0.067936,
9/22/2021 3:58:00 +01:00,0.067937,0.067979,0.067923,0.067946,
9/22/2021 3:59:00 +01:00,0.067955,0.067997,0.067955,0.067991,
9/22/2021 4:00:00 +01:00,0.067989,0.068009,0.06795,0.06796,
9/22/2021 4:01:00 +01:00,0.067945,0.067954,0.067883,0.067895,
9/22/2021 4:02:00 +01:00,0.067895,0.067901,0.067879,0.0679,
9/22/2021 4:03:00 +01:00,0.067904,0.068012,0.067899,0.068009,
9/22/2021 4:04:00 +01:00,0.068009,0.06809,0.068006,0.068062,
9/22/2021 4:05:00 +01:00,0.068062,0.068109,0.06806,0.068068,
9/22/2021 4:06:00 +01:00,0.068064,0.068081,0.067944,0.067948,
9/22/2021 4:07:00 +01:00,0.067947,0.067948,0.067916,0.067919,
9/22/2021 4:08:00 +01:00,0.067919,0.067952,0.067865,0.067948,
9/22/2021 4:09:00 +01:00,0.067945,0.067945,0.067901,0.067914,
9/22/2021 4:10:00 +01:00,0.067916,0.06792,0.067876,0.067906,
9/22/2021 4:11:00 +01:00,0.067901,0.067961,0.0679,0.067923,
9/22/2021 4:12:00 +01:00,0.067935,0.067998,0.067934,0.067979,
9/22/2021 4:13:00 +01:00,0.067983,0.067998,0.067946,0.067959,
9/22/2021 4:14:00 +01:00,0.067959,0.067999,0.067957,0.067972,
9/22/2021 4:15:00 +01:00,0.067974,0.06806,0.067974,0.068027,
9/22/2021 4:16:00 +01:00,0.068027,0.068043,0.067965,0.067981,
9/22/2021 4:17:00 +01:00,0.06798,0.068042,0.067963,0.068033,
9/22/2021 4:18:00 +01:00,0.068037,0.068043,0.067982,0.068011,
9/22/2021 4:19:00 +01:00,0.068021,0.068028,0.067974,0.068001,
9/22/2021 4:20:00 +01:00,0.068005,0.068052,0.067999,0.068042,
9/22/2021 4:21:00 +01:00,0.06805,0.068056,0.068,0.068023,
9/22/2021 4:22:00 +01:00,0.068023,0.06803,0.068,0.068019,
9/22/2021 4:23:00 +01:00,0.068023,0.068042,0.068023,0.068037,
9/22/2021 4:24:00 +01:00,0.06804,0.06808,0.068033,0.068071,
9/22/2021 4:25:00 +01:00,0.068065,0.068092,0.068031,0.068034,
9/22/2021 4:26:00 +01:00,0.068032,0.068032,0.067974,0.068019,
9/22/2021 4:27:00 +01:00,0.068012,0.068046,0.067998,0.068002,
9/22/2021 4:28:00 +01:00,0.068003,0.068032,0.067974,0.067993,
9/22/2021 4:29:00 +01:00,0.067988,0.068081,0.067983,0.068075,
9/22/2021 4:30:00 +01:00,0.068072,0.068123,0.068068,0.068104,
9/22/2021 4:31:00 +01:00,0.068104,0.068137,0.068103,0.068124,
9/22/2021 4:32:00 +01:00,0.068117,0.06812,0.068096,0.068099,
9/22/2021 4:33:00 +01:00,0.068094,0.068097,0.06807,0.068093,
9/22/2021 4:34:00 +01:00,0.06808,0.068148,0.068064,0.068116,
9/22/2021 4:35:00 +01:00,0.068107,0.068122,0.068036,0.06804,
9/22/2021 4:36:00 +01:00,0.068043,0.068137,0.068041,0.068134,
9/22/2021 4:37:00 +01:00,0.068141,0.068153,0.068123,0.068142,
9/22/2021 4:38:00 +01:00,0.068151,0.068151,0.068093,0.068123,
9/22/2021 4:39:00 +01:00,0.068117,0.068121,0.068039,0.068039,
9/22/2021 4:40:00 +01:00,0.068041,0.068086,0.068036,0.068061,
9/22/2021 4:41:00 +01:00,0.068056,0.068066,0.068004,0.068009,
9/22/2021 4:42:00 +01:00,0.068006,0.068023,0.068,0.068,
9/22/2021 4:43:00 +01:00,0.068,0.068027,0.068,0.068002,
9/22/2021 4:44:00 +01:00,0.068002,0.068046,0.067986,0.068012,
9/22/2021 4:45:00 +01:00,0.068008,0.068013,0.067972,0.068001,
9/22/2021 4:46:00 +01:00,0.067998,0.068029,0.067986,0.068029,
9/22/2021 4:47:00 +01:00,0.068016,0.068034,0.068,0.068018,
9/22/2021 4:48:00 +01:00,0.068031,0.068066,0.068019,0.068066,
9/22/2021 4:49:00 +01:00,0.068057,0.068094,0.068057,0.068068,
9/22/2021 4:50:00 +01:00,0.068059,0.068086,0.068035,0.068038,
9/22/2021 4:51:00 +01:00,0.068047,0.068118,0.068047,0.068102,
9/22/2021 4:52:00 +01:00,0.068102,0.068147,0.068069,0.068069,
9/22/2021 4:53:00 +01:00,0.068074,0.068159,0.068042,0.068146,
9/22/2021 4:54:00 +01:00,0.068154,0.068158,0.068111,0.068121,
9/22/2021 4:55:00 +01:00,0.068124,0.06816,0.068112,0.068117,
9/22/2021 4:56:00 +01:00,0.068118,0.068118,0.068044,0.068051,
9/22/2021 4:57:00 +01:00,0.068041,0.068051,0.068012,0.068016,
9/22/2021 4:58:00 +01:00,0.068011,0.068115,0.068011,0.068112,
9/22/2021 4:59:00 +01:00,0.068111,0.068129,0.068052,0.068055,
9/22/2021 5:00:00 +01:00,0.068036,0.068084,0.068033,0.068048,
9/22/2021 5:01:00 +01:00,0.068048,0.068103,0.068033,0.0681,
9/22/2021 5:02:00 +01:00,0.068093,0.068162,0.068093,0.068154,
9/22/2021 5:03:00 +01:00,0.068154,0.068163,0.068121,0.068162,
9/22/2021 5:04:00 +01:00,0.068162,0.068202,0.06813,0.068189,
9/22/2021 5:05:00 +01:00,0.068191,0.068191,0.068135,0.068183,
9/22/2021 5:06:00 +01:00,0.068179,0.06818,0.068081,0.068107,
9/22/2021 5:07:00 +01:00,0.068107,0.068144,0.068092,0.068119,
9/22/2021 5:08:00 +01:00,0.068119,0.068119,0.06809,0.068106,
9/22/2021 5:09:00 +01:00,0.06811,0.068111,0.068069,0.068095,
9/22/2021 5:10:00 +01:00,0.068108,0.068135,0.068061,0.068069,
9/22/2021 5:11:00 +01:00,0.068065,0.068074,0.068047,0.068061,
9/22/2021 5:12:00 +01:00,0.068061,0.0681,0.068058,0.068069,
9/22/2021 5:13:00 +01:00,0.068069,0.068134,0.068055,0.068134,
9/22/2021 5:14:00 +01:00,0.068133,0.068162,0.068124,0.068134,
9/22/2021 5:15:00 +01:00,0.068135,0.068153,0.068126,0.068142,
9/22/2021 5:16:00 +01:00,0.068142,0.068142,0.068081,0.068081,
9/22/2021 5:17:00 +01:00,0.068087,0.068112,0.068082,0.0681,
9/22/2021 5:18:00 +01:00,0.068099,0.068099,0.068051,0.068055,
9/22/2021 5:19:00 +01:00,0.068052,0.068059,0.068026,0.068033,
9/22/2021 5:20:00 +01:00,0.068025,0.068029,0.068,0.068001,
9/22/2021 5:21:00 +01:00,0.068001,0.06802,0.068,0.068005,
9/22/2021 5:22:00 +01:00,0.068006,0.068047,0.068,0.068018,
9/22/2021 5:23:00 +01:00,0.068014,0.068099,0.068,0.068099,
9/22/2021 5:24:00 +01:00,0.06809,0.068213,0.068041,0.068209,
9/22/2021 5:25:00 +01:00,0.068209,0.068216,0.068086,0.06809,
9/22/2021 5:26:00 +01:00,0.068093,0.06812,0.068077,0.068087,
9/22/2021 5:27:00 +01:00,0.068087,0.068087,0.068001,0.068002,
9/22/2021 5:28:00 +01:00,0.068003,0.068058,0.068003,0.068058,
9/22/2021 5:29:00 +01:00,0.06806,0.068079,0.068,0.068014,
9/22/2021 5:30:00 +01:00,0.068014,0.068022,0.067966,0.067967,
9/22/2021 5:31:00 +01:00,0.067969,0.067988,0.067903,0.067928,
9/22/2021 5:32:00 +01:00,0.067929,0.067985,0.06791,0.067966,
9/22/2021 5:33:00 +01:00,0.067951,0.068024,0.067937,0.068024,
9/22/2021 5:34:00 +01:00,0.068025,0.068051,0.067983,0.068021,
9/22/2021 5:35:00 +01:00,0.068014,0.068062,0.068012,0.06805,
9/22/2021 5:36:00 +01:00,0.06805,0.068175,0.068037,0.068175,
9/22/2021 5:37:00 +01:00,0.068167,0.068224,0.068165,0.068183,
9/22/2021 5:38:00 +01:00,0.068182,0.068229,0.068182,0.06822,
9/22/2021 5:39:00 +01:00,0.068217,0.068265,0.068217,0.068265,
9/22/2021 5:40:00 +01:00,0.068267,0.068354,0.068267,0.068347,
9/22/2021 5:41:00 +01:00,0.068347,0.068382,0.068309,0.068363,
9/22/2021 5:42:00 +01:00,0.068335,0.068377,0.068228,0.06823,
9/22/2021 5:43:00 +01:00,0.068229,0.068348,0.068196,0.068333,
9/22/2021 5:44:00 +01:00,0.068338,0.068351,0.068238,0.068242,
9/22/2021 5:45:00 +01:00,0.068232,0.068232,0.068122,0.068138,
9/22/2021 5:46:00 +01:00,0.068138,0.068162,0.068089,0.068096,
9/22/2021 5:47:00 +01:00,0.068095,0.068211,0.068076,0.068211,
9/22/2021 5:48:00 +01:00,0.068217,0.068288,0.068217,0.068243,
9/22/2021 5:49:00 +01:00,0.068231,0.068243,0.068086,0.068118,
9/22/2021 5:50:00 +01:00,0.068099,0.068252,0.068094,0.068235,
9/22/2021 5:51:00 +01:00,0.068228,0.068257,0.068152,0.068252,
9/22/2021 5:52:00 +01:00,0.068252,0.068331,0.06823,0.068253,
9/22/2021 5:53:00 +01:00,0.068262,0.068374,0.068229,0.068336,
9/22/2021 5:54:00 +01:00,0.068322,0.068322,0.068194,0.068194,
9/22/2021 5:55:00 +01:00,0.068203,0.06831,0.068191,0.068238,
9/22/2021 5:56:00 +01:00,0.068239,0.068343,0.068201,0.068254,
9/22/2021 5:57:00 +01:00,0.068258,0.068262,0.068183,0.068208,
