Date,Open,High,Low,Close,Volume
2008-02-28,0.9249,0.9277,0.9178,0.9262,0
2008-02-29,0.9261,0.9278,0.9133,0.9198,0
2008-03-02,0.92,0.921,0.915,0.9207,0
2008-03-03,0.9206,0.9322,0.9157,0.9192,0
2008-03-04,0.9193,0.9273,0.9175,0.9202,0
2008-03-05,0.9203,0.9244,0.916,0.9226,0
2008-03-06,0.9227,0.9255,0.9117,0.9146,0
2008-03-07,0.9147,0.9237,0.911,0.9185,0
2008-03-09,0.9177,0.9214,0.9156,0.9199,0
2008-03-10,0.9201,0.9203,0.9109,0.9129,0
2008-03-11,0.9128,0.9248,0.9103,0.9231,0
2008-03-12,0.9232,0.9318,0.9166,0.9293,0
2008-03-13,0.9294,0.9327,0.9208,0.928,0
2008-03-14,0.9279,0.9385,0.9228,0.9271,0
2008-03-16,0.9277,0.9359,0.914,0.9179,0
2008-03-17,0.918,0.9243,0.9107,0.9166,0
2008-03-18,0.9167,0.9285,0.9154,0.9245,0
2008-03-19,0.9244,0.9315,0.9203,0.9292,0
2008-03-20,0.9293,0.9333,0.9185,0.9234,0
2008-03-21,0.9235,0.9261,0.9219,0.923,0
2008-03-23,0.9246,0.926,0.9227,0.9253,0
2008-03-24,0.9254,0.932,0.9208,0.9272,0
2008-03-25,0.9273,0.9346,0.9249,0.932,0
2008-03-26,0.9321,0.9387,0.9285,0.9365,0
2008-03-27,0.9366,0.9443,0.9322,0.937,0
2008-03-28,0.9371,0.9406,0.9321,0.9385,0
2008-03-30,0.9372,0.9385,0.935,0.9376,0
2008-03-31,0.9377,0.9407,0.931,0.9315,0
2008-04-01,0.9316,0.936,0.9247,0.9301,0
2008-04-02,0.9299,0.9311,0.925,0.9285,0
2008-04-03,0.9286,0.9301,0.9158,0.9174,0
2008-04-04,0.9175,0.9317,0.9164,0.9309,0
2008-04-06,0.9306,0.9314,0.9256,0.9267,0
2008-04-07,0.9268,0.9398,0.9249,0.9396,0
2008-04-08,0.9395,0.9466,0.9372,0.944,0
2008-04-09,0.9439,0.9517,0.9399,0.9504,0
2008-04-10,0.9503,0.9533,0.9463,0.9489,0
2008-04-11,0.9488,0.9526,0.9452,0.95,0
2008-04-13,0.952,0.9521,0.9444,0.9468,0
2008-04-14,0.9467,0.95,0.9393,0.9464,0
2008-04-15,0.9463,0.9495,0.94,0.9429,0
2008-04-16,0.943,0.9454,0.9368,0.9397,0
2008-04-17,0.9396,0.9493,0.9366,0.9454,0
2008-04-18,0.9455,0.9477,0.9341,0.9386,0
2008-04-20,0.9377,0.9427,0.9368,0.9426,0
2008-04-21,0.9427,0.9505,0.9419,0.9493,0
2008-04-22,0.9494,0.9595,0.9475,0.9591,0
2008-04-23,0.959,0.9701,0.9573,0.9645,0
2008-04-24,0.9646,0.9657,0.9512,0.9538,0
2008-04-25,0.9537,0.9568,0.9456,0.9466,0
2008-04-27,0.9472,0.9476,0.9417,0.945,0
2008-04-28,0.9449,0.9558,0.9444,0.9504,0
2008-04-29,0.9503,0.9504,0.942,0.9465,0
2008-04-30,0.9466,0.9535,0.9414,0.9469,0
2008-05-01,0.947,0.9542,0.9455,0.9497,0
2008-05-02,0.9498,0.9566,0.9457,0.953,0
2008-05-04,0.9545,0.9561,0.9527,0.9553,0
2008-05-05,0.9552,0.9607,0.9548,0.9576,0
2008-05-06,0.9575,0.96,0.9492,0.9515,0
2008-05-07,0.9516,0.9552,0.9441,0.9517,0
2008-05-08,0.9516,0.9617,0.9475,0.9537,0
2008-05-09,0.9538,0.9563,0.9455,0.9488,0
2008-05-11,0.9464,0.9486,0.9446,0.946,0
2008-05-12,0.9459,0.9536,0.9451,0.9519,0
2008-05-13,0.9522,0.9541,0.9405,0.9439,0
2008-05-14,0.9438,0.9439,0.9299,0.9346,0
2008-05-15,0.9347,0.9458,0.9346,0.9451,0
2008-05-16,0.945,0.9561,0.9437,0.9552,0
2008-05-18,0.9568,0.9573,0.9526,0.9535,0
2008-05-19,0.9534,0.9549,0.943,0.9494,0
2008-05-20,0.9495,0.9548,0.9483,0.951,0
2008-05-21,0.9511,0.9533,0.9461,0.9483,0
2008-05-22,0.9482,0.9499,0.9408,0.945,0
2008-05-23,0.9449,0.9508,0.9438,0.9497,0
2008-05-25,0.9491,0.9496,0.9469,0.9492,0
2008-05-26,0.9491,0.9542,0.9478,0.9522,0
2008-05-27,0.9523,0.9562,0.9497,0.9543,0
2008-05-28,0.9546,0.9567,0.95,0.9505,0
2008-05-29,0.9506,0.9533,0.9406,0.9454,0
2008-05-30,0.9453,0.9542,0.9445,0.9499,0
2008-06-01,1.0417,1.0442,1.0413,1.0437,0
2008-06-02,1.0438,1.0451,1.0328,1.0383,0
2008-06-03,1.0382,1.0493,1.0278,1.0422,0
2008-06-04,1.0423,1.046,1.0365,1.0457,0
2008-06-05,1.0456,1.0525,1.0355,1.0394,0
2008-06-06,1.0395,1.0411,1.0189,1.019,0
2008-06-08,0.9797,0.9816,0.9778,0.978,0
2008-06-09,0.9779,0.9842,0.9692,0.9719,0
2008-06-10,0.9718,0.9805,0.965,0.9669,0
2008-06-11,0.9668,0.9706,0.958,0.9601,0
2008-06-12,0.96,0.9629,0.9531,0.9607,0
2008-06-13,0.9606,0.9672,0.958,0.9669,0
2008-06-15,0.9664,0.9678,0.9647,0.9669,0
2008-06-16,0.967,0.9683,0.9589,0.9629,0
2008-06-17,0.9628,0.9652,0.9576,0.9623,0
2008-06-18,0.9622,0.9649,0.9586,0.9631,0
2008-06-19,0.963,0.9673,0.959,0.9651,0
2008-06-20,0.9652,0.9739,0.9651,0.9692,0
2008-06-22,0.9702,0.9704,0.9671,0.9697,0
2008-06-23,0.9698,0.9727,0.9651,0.968,0
2008-06-24,0.9679,0.9721,0.966,0.9681,0
2008-06-25,0.9682,0.9705,0.9656,0.9691,0
2008-06-26,0.9692,0.9711,0.9657,0.9696,0
2008-06-27,0.9697,0.975,0.9649,0.9718,0
2008-06-29,0.9715,0.9741,0.9704,0.9717,0
2008-06-30,0.9718,0.9796,0.9703,0.977,0
2008-07-01,0.9769,0.9799,0.969,0.9787,0
2008-07-02,0.9788,0.983,0.9726,0.9748,0
2008-07-03,0.9749,0.9818,0.9741,0.9776,0
2008-07-04,0.9777,0.9836,0.9757,0.9827,0
2008-07-06,0.9817,0.9825,0.9796,0.9805,0
2008-07-07,0.9806,0.9811,0.9691,0.9718,0
2008-07-08,0.9719,0.9752,0.9661,0.9671,0
2008-07-09,0.967,0.9726,0.9639,0.9716,0
2008-07-10,0.9715,0.9733,0.9693,0.9702,0
2008-07-11,0.9701,0.982,0.9694,0.9755,0
2008-07-13,0.9789,0.979,0.9745,0.9778,0
2008-07-14,0.9777,0.9814,0.9753,0.9805,0
2008-07-15,0.9807,0.9848,0.9784,0.9795,0
2008-07-16,0.9793,0.9817,0.9746,0.9773,0
2008-07-17,0.9772,0.9803,0.973,0.9779,0
2008-07-18,0.978,0.9802,0.9748,0.9761,0
2008-07-20,0.9789,0.9819,0.9774,0.9812,0
2008-07-21,0.9813,0.9829,0.9761,0.9775,0
2008-07-22,0.9776,0.9825,0.9764,0.9785,0
2008-07-23,0.9784,0.9794,0.968,0.9687,0
2008-07-24,0.9688,0.9752,0.9665,0.9726,0
2008-07-25,0.9725,0.9767,0.9695,0.9754,0
2008-07-27,0.9744,0.9747,0.9718,0.973,0
2008-07-28,0.9731,0.9815,0.9721,0.9789,0
2008-07-29,0.979,0.9819,0.9709,0.9717,0
2008-07-30,0.9716,0.9722,0.9638,0.9668,0
2008-07-31,0.9667,0.9719,0.9591,0.9601,0
2008-08-01,0.96,0.9617,0.9535,0.9547,0
2008-08-03,0.9542,0.9586,0.954,0.9585,0
2008-08-04,0.9584,0.9654,0.9556,0.9639,0
2008-08-05,0.964,0.9661,0.9536,0.9565,0
2008-08-06,0.9564,0.9589,0.9504,0.9532,0
2008-08-07,0.9531,0.9562,0.9427,0.9438,0
2008-08-08,0.9439,0.9539,0.9407,0.9483,0
2008-08-10,0.9454,0.9493,0.9436,0.9467,0
2008-08-11,0.9466,0.9541,0.9384,0.939,0
2008-08-12,0.9391,0.9402,0.9168,0.9205,0
2008-08-13,0.9206,0.9329,0.92,0.9253,0
2008-08-14,0.9251,0.9327,0.9193,0.9234,0
2008-08-15,0.9233,0.9243,0.9154,0.9179,0
2008-08-17,0.9187,0.9244,0.9173,0.9243,0
2008-08-18,0.9242,0.927,0.9195,0.9238,0
2008-08-19,0.9237,0.9279,0.9199,0.9255,0
2008-08-20,0.9254,0.9294,0.9213,0.9245,0
2008-08-21,0.9244,0.9254,0.9156,0.917,0
2008-08-22,0.9169,0.92,0.9049,0.9074,0
2008-08-24,0.9086,0.9101,0.9052,0.9066,0
2008-08-25,0.9067,0.9101,0.9021,0.9041,0
2008-08-26,0.9042,0.9043,0.8924,0.8988,0
2008-08-27,0.8987,0.9059,0.8954,0.9041,0
2008-08-28,0.9042,0.9114,0.904,0.9088,0
2008-08-29,0.9087,0.9152,0.9038,0.914,0
2008-08-31,0.9106,0.9131,0.908,0.9111,0
2008-09-01,0.9112,0.9126,0.9053,0.9079,0
2008-09-02,0.9078,0.9121,0.8862,0.8901,0
2008-09-03,0.89,0.8967,0.8819,0.8853,0
2008-09-04,0.8854,0.8886,0.8694,0.8725,0
2008-09-05,0.8724,0.8749,0.8577,0.8673,0
2008-09-07,0.8773,0.8822,0.8727,0.8779,0
2008-09-08,0.8778,0.8831,0.8571,0.8616,0
2008-09-09,0.8617,0.8682,0.8556,0.8611,0
2008-09-10,0.861,0.8685,0.8534,0.8573,0
2008-09-11,0.8574,0.8701,0.8502,0.8629,0
2008-09-12,0.8628,0.8765,0.8614,0.8734,0
2008-09-14,0.871,0.8747,0.8696,0.8707,0
2008-09-15,0.8704,0.8748,0.8438,0.8439,0
2008-09-16,0.8438,0.8621,0.8395,0.8506,0
2008-09-17,0.8507,0.8573,0.8403,0.845,0
2008-09-18,0.8451,0.866,0.8433,0.8638,0
2008-09-19,0.8636,0.8787,0.8574,0.8727,0
2008-09-21,0.8764,0.8798,0.8691,0.8715,0
2008-09-22,0.8716,0.8814,0.8646,0.867,0
2008-09-23,0.8669,0.876,0.8596,0.8638,0
2008-09-24,0.8637,0.8721,0.8621,0.8694,0
2008-09-25,0.8695,0.8714,0.8611,0.8636,0
2008-09-26,0.8637,0.8639,0.8543,0.8592,0
2008-09-28,0.8567,0.8634,0.8564,0.8601,0
2008-09-29,0.86,0.8612,0.8314,0.8408,0
2008-09-30,0.8407,0.85,0.835,0.8463,0
2008-10-01,0.8462,0.8497,0.835,0.8416,0
2008-10-02,0.8415,0.8433,0.8294,0.8404,0
2008-10-03,0.8403,0.8447,0.834,0.8381,0
2008-10-05,0.8358,0.838,0.8178,0.8201,0
2008-10-06,0.8203,0.8213,0.7709,0.7942,0
2008-10-07,0.7945,0.8071,0.7795,0.7853,0
2008-10-08,0.7854,0.7867,0.7172,0.7758,0
2008-10-09,0.7759,0.8098,0.7658,0.7684,0
2008-10-10,0.7685,0.7949,0.7527,0.755,0
2008-10-12,0.7861,0.7982,0.7724,0.7812,0
2008-10-13,0.781,0.8111,0.773,0.8054,0
2008-10-14,0.8052,0.8276,0.7979,0.8077,0
2008-10-15,0.8076,0.8196,0.7736,0.7986,0
2008-10-16,0.7987,0.8245,0.7878,0.8188,0
2008-10-17,0.8189,0.83,0.7987,0.8152,0
2008-10-19,0.8228,0.8258,0.8141,0.8242,0
2008-10-20,0.8238,0.8417,0.8174,0.8326,0
2008-10-21,0.8325,0.8387,0.8138,0.825,0
2008-10-22,0.8251,0.8496,0.8159,0.8319,0
2008-10-23,0.8321,0.8478,0.8173,0.8209,0
2008-10-24,0.8208,0.825,0.7683,0.7951,0
2008-10-26,0.7903,0.7969,0.7834,0.7894,0
2008-10-27,0.7893,0.7947,0.7769,0.7898,0
2008-10-28,0.7897,0.8314,0.7881,0.8136,0
2008-10-29,0.8137,0.8304,0.8096,0.8166,0
2008-10-30,0.8168,0.8326,0.8014,0.8174,0
2008-10-31,0.8171,0.8194,0.7945,0.81,0
2008-11-02,0.8092,0.8196,0.809,0.8154,0
2008-11-03,0.8152,0.8195,0.784,0.7893,0
2008-11-04,0.7892,0.8112,0.7838,0.7981,0
2008-11-05,0.7973,0.8136,0.7863,0.79,0
2008-11-06,0.7901,0.8094,0.7859,0.8031,0
2008-11-07,0.8041,0.8068,0.7884,0.8022,0
2008-11-09,0.8091,0.8158,0.8062,0.8073,0
2008-11-10,0.807,0.8227,0.7956,0.8042,0
2008-11-11,0.8045,0.8052,0.7826,0.794,0
2008-11-12,0.7941,0.8026,0.7851,0.7909,0
2008-11-13,0.791,0.812,0.7857,0.8007,0
2008-11-14,0.8008,0.8142,0.7895,0.8019,0
2008-11-16,0.7907,0.8026,0.7893,0.8008,0
2008-11-17,0.8009,0.8058,0.7924,0.7949,0
2008-11-18,0.7951,0.8074,0.7893,0.7948,0
2008-11-19,0.7949,0.8122,0.7925,0.7981,0
2008-11-20,0.7982,0.8005,0.7848,0.795,0
2008-11-21,0.7949,0.8096,0.7927,0.8016,0
2008-11-23,0.8031,0.8088,0.7959,0.8009,0
2008-11-24,0.8008,0.8104,0.7934,0.7983,0
2008-11-25,0.7984,0.8033,0.7861,0.7953,0
2008-11-26,0.7954,0.8064,0.7894,0.7992,0
2008-11-27,0.7995,0.8157,0.7976,0.8124,0
2008-11-28,0.8123,0.8155,0.8049,0.8122,0
2008-11-30,0.8093,0.8118,0.8017,0.8062,0
2008-12-01,0.8061,0.8063,0.7899,0.7972,0
2008-12-02,0.7973,0.8093,0.7893,0.8082,0
2008-12-03,0.8083,0.8174,0.8024,0.8107,0
2008-12-04,0.8102,0.827,0.8069,0.8233,0
2008-12-05,0.8234,0.8292,0.8169,0.8206,0
2008-12-07,0.826,0.8307,0.8226,0.8268,0
2008-12-08,0.8269,0.8396,0.8228,0.8234,0
2008-12-09,0.8233,0.836,0.8153,0.8309,0
2008-12-10,0.831,0.8362,0.8232,0.8237,0
2008-12-11,0.8235,0.833,0.8115,0.8158,0
2008-12-12,0.816,0.8302,0.8105,0.8298,0
2008-12-14,0.8276,0.8317,0.8241,0.8286,0
2008-12-15,0.8285,0.8352,0.8146,0.8248,0
2008-12-16,0.8249,0.8422,0.8217,0.837,0
2008-12-17,0.8371,0.849,0.8306,0.8396,0
2008-12-18,0.8395,0.8488,0.8184,0.8271,0
2008-12-19,0.827,0.85,0.8254,0.8278,0
2008-12-21,0.832,0.8322,0.8235,0.8282,0
2008-12-22,0.8281,0.8377,0.822,0.8347,0
2008-12-23,0.8345,0.8372,0.8232,0.8248,0
2008-12-24,0.8249,0.8327,0.8243,0.8304,0
2008-12-26,0.8356,0.8404,0.8312,0.8361,0
2008-12-28,0.8386,0.8387,0.8315,0.8337,0
2008-12-29,0.8336,0.8505,0.8311,0.8408,0
2008-12-30,0.8409,0.8551,0.8375,0.8444,0
2008-12-31,0.8445,0.8661,0.8343,0.8661,0
2009-01-01,0.8625,0.8626,0.8474,0.852,0
2009-01-02,0.8519,0.8637,0.8445,0.8595,0
2009-01-04,0.8594,0.8665,0.8585,0.863,0
2009-01-05,0.8632,0.8691,0.8466,0.8512,0
2009-01-06,0.8511,0.8592,0.8416,0.8556,0
2009-01-07,0.8557,0.8571,0.8419,0.8442,0
2009-01-08,0.844,0.8487,0.8372,0.8382,0
2009-01-09,0.8381,0.8443,0.8312,0.8341,0
2009-01-11,0.8315,0.8341,0.8235,0.8248,0
2009-01-12,0.8249,0.834,0.8181,0.8263,0
2009-01-13,0.8262,0.8268,0.8088,0.8203,0
2009-01-14,0.8204,0.83,0.8136,0.8203,0
2009-01-15,0.8204,0.8412,0.8192,0.8387,0
2009-01-16,0.8388,0.8425,0.8321,0.8382,0
2009-01-18,0.8415,0.8487,0.8395,0.8445,0
2009-01-19,0.8444,0.8469,0.8302,0.8314,0
2009-01-20,0.8315,0.8389,0.8176,0.8267,0
2009-01-21,0.8266,0.8368,0.816,0.8298,0
2009-01-22,0.8299,0.8336,0.8186,0.8195,0
2009-01-23,0.8196,0.8209,0.8042,0.8054,0
2009-01-25,0.8094,0.8099,0.8048,0.8087,0
2009-01-26,0.8089,0.8132,0.7983,0.8124,0
2009-01-27,0.8123,0.8207,0.8088,0.8185,0
2009-01-28,0.8186,0.8227,0.803,0.8052,0
2009-01-29,0.8053,0.8059,0.7897,0.7911,0
2009-01-30,0.791,0.7959,0.7782,0.7834,0
2009-02-01,0.7828,0.7833,0.7781,0.7792,0
2009-02-02,0.7793,0.7971,0.773,0.7924,0
2009-02-03,0.7925,0.8075,0.7899,0.7982,0
2009-02-04,0.7983,0.8025,0.7874,0.7938,0
2009-02-05,0.7937,0.8082,0.7912,0.806,0
2009-02-06,0.8058,0.8367,0.8055,0.8242,0
2009-02-08,0.8245,0.8258,0.814,0.8185,0
2009-02-09,0.8184,0.8355,0.8124,0.8187,0
2009-02-10,0.8186,0.8227,0.8075,0.8145,0
2009-02-11,0.8144,0.8246,0.8101,0.8172,0
2009-02-12,0.8173,0.8179,0.8036,0.8162,0
2009-02-13,0.8161,0.8232,0.8091,0.8119,0
2009-02-15,0.8089,0.8132,0.8079,0.8108,0
2009-02-16,0.8109,0.8126,0.8026,0.8035,0
2009-02-17,0.8036,0.8113,0.7995,0.8075,0
2009-02-18,0.8075,0.8118,0.7999,0.808,0
2009-02-19,0.8079,0.8157,0.8039,0.8056,0
2009-02-20,0.8057,0.8115,0.8022,0.8085,0
2009-02-22,0.8067,0.8116,0.8056,0.8083,0
2009-02-23,0.8084,0.8138,0.8003,0.8067,0
2009-02-24,0.8067,0.8127,0.7987,0.8113,0
2009-02-25,0.8115,0.8168,0.807,0.8159,0
2009-02-26,0.8158,0.816,0.807,0.8097,0
2009-02-27,0.8096,0.8188,0.8019,0.8158,0
2009-03-01,0.8171,0.8179,0.8058,0.8073,0
2009-03-02,0.8083,0.8239,0.807,0.8226,0
2009-03-03,0.8224,0.8358,0.8152,0.8202,0
2009-03-04,0.82,0.8327,0.8189,0.8221,0
2009-03-05,0.8219,0.8272,0.8201,0.8268,0
2009-03-06,0.8269,0.8275,0.819,0.825,0
2009-03-08,0.8249,0.8279,0.8233,0.8233,0
2009-03-09,0.8234,0.8286,0.8192,0.8261,0
2009-03-10,0.826,0.8315,0.8234,0.8264,0
2009-03-11,0.8265,0.8339,0.8231,0.8324,0
2009-03-15,0.834,0.839,0.8334,0.8364,0
2009-03-16,0.8363,0.8438,0.8345,0.8394,0
2009-03-17,0.8393,0.842,0.8367,0.8406,0
2009-03-18,0.8409,0.8499,0.8346,0.8424,0
2009-03-19,0.8424,0.8551,0.84,0.853,0
2009-03-20,0.8531,0.8577,0.8502,0.8527,0
2009-03-22,0.8554,0.8607,0.8546,0.8597,0
2009-03-23,0.8596,0.8664,0.857,0.8629,0
2009-03-24,0.8628,0.8654,0.8543,0.8585,0
2009-03-25,0.8585,0.8641,0.8526,0.8614,0
2009-03-26,0.8611,0.8662,0.8593,0.8602,0
2009-03-27,0.8601,0.8628,0.8536,0.8628,0
2009-03-29,0.8554,0.8587,0.8534,0.8554,0
2009-03-30,0.8555,0.867,0.8469,0.8659,0
2009-03-31,0.8658,0.8798,0.8618,0.8732,0
2009-04-01,0.8729,0.8838,0.8711,0.8823,0
2009-04-02,0.8823,0.8942,0.8816,0.8878,0
2009-04-03,0.8877,0.8905,0.8745,0.8803,0
2009-04-05,0.8802,0.8827,0.8793,0.8813,0
2009-04-06,0.8813,0.8857,0.8771,0.8826,0
2009-04-07,0.8827,0.8881,0.8767,0.8783,0
2009-04-08,0.8782,0.8804,0.8741,0.8781,0
2009-04-09,0.8779,0.8829,0.8768,0.8804,0
2009-04-10,0.8805,0.8848,0.8801,0.8821,0
2009-04-12,0.892,0.8932,0.8832,0.8868,0
2009-04-13,0.8867,0.8945,0.8848,0.8905,0
2009-04-14,0.8906,0.8911,0.8715,0.873,0
2009-04-15,0.8729,0.8789,0.8691,0.8763,0
2009-04-16,0.8763,0.8771,0.8657,0.8722,0
2009-04-17,0.8723,0.8794,0.8702,0.8772,0
2009-04-19,0.8804,0.8805,0.8715,0.8738,0
2009-04-20,0.8739,0.8757,0.8612,0.8688,0
2009-04-21,0.8688,0.8812,0.8649,0.8735,0
2009-04-22,0.8735,0.8798,0.8708,0.8741,0
2009-04-23,0.8743,0.8824,0.8716,0.8752,0
2009-04-24,0.8752,0.8775,0.8704,0.8753,0
2009-04-26,0.8751,0.8751,0.8656,0.8664,0
2009-04-27,0.8663,0.8725,0.8573,0.8594,0
2009-04-28,0.8593,0.8687,0.8553,0.8663,0
2009-04-29,0.8664,0.8777,0.8625,0.8707,0
2009-04-30,0.8707,0.8783,0.8651,0.8673,0
2009-05-01,0.8673,0.8712,0.8644,0.8659,0
2009-05-03,0.8659,0.8732,0.8659,0.8687,0
2009-05-04,0.8688,0.8727,0.8666,0.8675,0
2009-05-05,0.8675,0.8757,0.8663,0.8688,0
2009-05-06,0.8688,0.8813,0.8669,0.8774,0
2009-05-07,0.8773,0.8886,0.8762,0.8818,0
2009-05-08,0.8816,0.8874,0.8758,0.8843,0
2009-05-10,0.8849,0.8873,0.8805,0.883,0
2009-05-11,0.8829,0.8872,0.8783,0.8857,0
